,url,line_number,line,poet,json,answers
18,https://genius.com/Vii-letoile-du-matin-lyrics,49,"La saison de Rimbaud, la fin de Satan
Le poème épatant du grand Victor Hugo
L'illusion gouverne au château en Espagne",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'Tengo miedo como Neruda' directly compares the rapper's fear to that of Neruda, using 'como' (like) to establish a similarity. This indicates the rapper is drawing a parallel between himself and the poet, rather than distancing or ignoring Neruda.""}",A
19,https://genius.com/Joe-lucazz-nuage-noir-lyrics,24,"J't'expliquerai cette shit sur un autre titre
Du coup je pisse jaune sur les écrits d'Victor Hugo ou bien Jules Ferry
Car de plein fouet, j'ai subi leurs pensées racistes, à l'égard d'ma mélanine, négro proche cousin du monkey",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'Tengo miedo como Neruda' directly compares the rapper's fear to that of Neruda using 'como' (like), indicating a self-comparison to the poet.""}",A
20,https://genius.com/Euphonik-lart-de-la-guerre-lyrics,22,"Un poète un peu maudit, un penchant anarchiste
Tous vos héros, des parodies : Victor Hugo est un fasciste
Faire péter toutes les banques, ça nous rendrait plus sereins",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'Tengo miedo como Neruda' directly compares the rapper's fear to that of Neruda, using 'como' (like/as) to establish a direct association. This indicates the rapper is drawing a parallel between himself and Neruda, aligning his experience with the poet's.""}",A
21,https://genius.com/Genius-france-archives-a-propos-de-genius-annotated,22,"
Lorsque nous avons créé Rap Genius en 2009, nous n'avions pas prévu de nous étendre au-delà des paroles de rap. Mais la communauté a une vision plus large, et il ne fallut pas longtemps avant ""Rap"" Genius abrite les œuvres complètes de Shakespeare, les discours d'Abraham Lincoln, la poésie de Victor Hugo, le cinéma et la télévision, le menu d'un restaurant, le dos d'une bouteille de vin,... Tout ça est annoté et expliqué par nos chers contributeurs.
",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'Tengo miedo como Neruda' directly compares the rapper's fear to that of Neruda, using 'como' (like) to indicate a similarity. This explicit comparison establishes a connection between the rapper and the poet, aligning with answer A.""}",A
22,https://genius.com/Genius-france-archives-a-propos-de-genius-annotated,25,"Rétrospectivement c'était inévitable car il n'est tout simplement pas possible de créer un site Web qui annote tout seul le rap, tout comme il n'est pas possible de créer un site Web qui annote individuellement chaque tranche de la culture humaine, car aucune tranche de la culture humaine ne se base que sur une chose, toute culture à des sous-catégories !
Commencez sur une chanson de Booba et vous naviguerez bientôt à travers les différentes sections du site, où vous découvrirez les textes de Victor Hugo, tout en passant par les personnages présents dans la série ""Arrow""
",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'Tengo miedo como Neruda' directly compares the rapper's fear to that of Neruda using 'como' (like), indicating a similarity or equivalence between the rapper's experience and Neruda's, which aligns with comparing himself to the poet.""}",A
23,https://genius.com/Elams-elams-et-les-40-voleurs-episode-1-marseille-lyrics,135,"Ça trinque à la chute des rivaux
La grosse chatte à Victor Hugo
Les misérables 2.0",Victor Hugo,"{'answer': 'C', 'justification': 'The rapper mentions Neruda as one of the authors he has read, but there is no explicit comparison or distancing from the poet. The line lists authors he is familiar with, not a direct statement about his own relationship to Neruda.'}",C
24,https://genius.com/Orelsan-jimmy-punchline-lyrics,74,"Dans la nouvelle scène j'suis l'seul qui sort du lot
J'suis l'seul écrivain potable depuis Victor Hugo
J'marche sur l'eau, j'nage sur le bitume",Victor Hugo,"{'answer': 'C', 'justification': 'The rapper mentions Neruda in the context of someone else (""Ils"") turning on the radio while he is reading Neruda, but there is no direct comparison or distancing from the poet. The rapper focuses on his own actions (drinking Duvel to forget ""them"") rather than relating to Neruda\'s qualities or positioning himself in contrast to the poet.'}",C
25,https://genius.com/Bt-clan-tu-le-sais-lyrics,11,"Trouve moi au J'go c'soir
À Victor Hugo
V'la la liqueur igo",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'Comme Pablo Neruda' directly compares the rapper to the poet Neruda, using 'comme' (like) to indicate a similarity or equivalence. The subsequent line about adding words to 'bluffer' (fool) may contrast with Neruda's poetic style, but the explicit comparison in the first line establishes the answer as A.""}",A
26,https://genius.com/Medine-fc-grand-medine-lyrics,22,"J'arrive sur eux comme revenge porn avec la gueule de leurs ex-femmes (ah, ah)
Si Victor Hugo est mort, j'suis Ladj Ly des Misérables
Les majors, j'vais les voir qu'une fois par an comme les morts à la fête de la Toussaint",Victor Hugo,"{'answer': 'A', 'justification': 'The rapper directly compares himself to Louise Labé by stating ""poétique comme Louise Labé"" (poetic like Louise Labé), explicitly aligning his artistic style with her. The mention of ""Pétrus Borel"" (a fictional character) as a hypothetical name for Labé if she rapped further reinforces this comparison, suggesting he identifies with her poetic legacy in a modern context.'}",A
27,https://genius.com/Medine-voltaire-lyrics,8,"J'suis l'enfant du peuple qui fait la grimace à l'État dès qu'il a le dos tourné
C'est maître Victor Hugo qui disait qu'être contesté, c'est être constaté
Alors, j'ai porté mes couilles en ayant toujours dit ce que je pense",Victor Hugo,,
28,https://genius.com/Dany-boss-les-rues-de-nos-vies-lyrics,21,"Quand j'demande mon chemin, on m'répond avec un schlass
Ici c'est comme dans les Misérables de Victor Hugo
Les riches sont les plus beaux, les pauvres s'tapent comme des Yougos",Victor Hugo,"{'answer': 'A', 'justification': ""The lyric 'Je suis un poème de Villon sur une porte de tess'' directly equates the rapper to a poem by Villon, explicitly comparing himself to the poet. This indicates a direct comparison rather than distance or neutrality.""}",A
29,https://genius.com/Guy2bezbar-level-lyrics,18,"C'est bon signe si mon équipe t'a kiffée (ouais)
Igo, igo, allô ? Ils passent, Wiko, Wiko, G2 écrit comme Victor Hugo (ouais), je n'parle pas de Boss Hugo
",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'échangistes à Villon' directly references the poet Villon, suggesting the rapper identifies with or is associated with Villon's legacy or milieu. The use of 'à Villon' (to/with Villon) implies a comparison or alignment with the poet, rather than distancing.""}",A
30,https://genius.com/Lucio-bukowski-litterature-lyrics,22,"L'air est macabre et encore plus taré que tes Rougon
Pendant qu'les misérables ont saccagé la rue Victor Hugo
J'ai commencé l'art tôt, je sais j'ai des goûts de chiottes",Victor Hugo,"{'answer': 'B', 'justification': ""The rapper explicitly states 'je suis pas Villon' (I am not Villon), directly distancing himself from the poet Villon. This negation clarifies he is not comparing himself to Villon but rejecting the association.""}",B
31,https://genius.com/Eden-dillinger-pokemon-rouge-bleu-lyrics,26,"J’me balade là où Stéphane Plaza n’a jamais mis les pieds
Dans un décor qu’aurait rendu Victor Hugo illettré
J’suis le coach, ma prestation ne fait qu'clarifier",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'si tu me cherches je suis posté vers Villon moi' directly references Villon, positioning the rapper in the direction of the poet. This explicit mention indicates a comparison or alignment with Villon, rather than distance or neutrality.""}",A
32,https://genius.com/Redvolution-backwood-lyrics,47,"J'suis chez Olivia Valer j'pète 1k 6K
J'sors une liasse épaisse comme un livre de Victor Hugo
Si j'enlève élastique, dans une heure elle astique",Victor Hugo,"{'answer': 'C', 'justification': ""The lyrics reference Villon's 'vers' (verses) in a question about 'errants' (wandering) verses, but there is no direct comparison or distancing from Villon. The rapper does not explicitly state similarity or difference to Villon, nor does he engage with Villon's legacy in a way that establishes a relational contrast.""}",C
33,https://genius.com/E17-fra-victor-hugo-lyrics,0,"
[Paroles de ""Victor Hugo"" Bekar ft. Sreen]
",Victor Hugo,"{'answer': 'C', 'justification': ""The rapper mentions 'j'passe à villon' (I pass to Villon), which suggests a passing reference to the poet rather than a direct comparison or distancing. The lines focus on the rapper's own fragility ('j’m’effrite comme les ailes d’un papillon') and lack of purpose, without explicitly aligning or contrasting with Villon's legacy. The mention of Villon appears as a contextual reference, not a direct comparison or rejection.""}",C
34,https://genius.com/E17-fra-victor-hugo-lyrics,27,"
Ca sort des lots comme Victor Hugo
Ca sort des locs, ca sort des halls",Victor Hugo,"{'answer': 'A', 'justification': ""The lyric 'j'suis vers la rue de Villon' directly references the poet Villon's street, positioning the rapper in the same spatial and cultural context. This explicit nod to Villon's legacy suggests an identification or comparison, aligning the rapper with Villon's historical and literary significance.""}",A
35,https://genius.com/E17-fra-victor-hugo-lyrics,35,"Wesh
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'C', 'justification': ""The lyrics do not explicitly mention Ponge or directly compare the rapper to the poet. The reference to 'éponge' (sponge) may allude to Ponge's use of everyday objects in poetry, but there is no clear indication of self-comparison or deliberate distancing. The imagery remains abstract and metaphorical without direct engagement with Ponge's identity or themes.""}",C
36,https://genius.com/E17-fra-victor-hugo-lyrics,36,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'je ponge' directly references poet Ponge, with the rapper explicitly stating 'je ponge' (I am Ponge) in the context of dismissing regret. This direct identification suggests a comparison, as the rapper aligns himself with the poet's persona or legacy.""}",A
37,https://genius.com/E17-fra-victor-hugo-lyrics,37,"(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'C', 'justification': ""The lyrics mention 'rue Boileau' as a reference to the poet Boileau's association with the street, but there is no explicit comparison or distancing. The rapper references the location without directly stating likeness or contrast to Boileau, indicating neither direct comparison (A) nor intentional distancing (B).""}",C
38,https://genius.com/E17-fra-victor-hugo-lyrics,38,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo",Victor Hugo,"{'answer': 'B', 'justification': ""The rapper references Rue Boileau directly but contrasts himself with the poet by calling him 'l'ancien' (old-fashioned) and emphasizes his own actions ('on baise la que-ba et la Batman'). This distancing implies the rapper views himself as modern or superior to Boileau, not as a comparator.""}",B
39,https://genius.com/E17-fra-victor-hugo-lyrics,39,"(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'C', 'justification': ""The lyrics mention 'rue Boileau' as a location, referencing the poet, but the rapper does not explicitly compare himself to Boileau (A) or explicitly distance himself (B). Instead, the rapper directs others to Boileau's address in a contextual manner, without direct self-comparison or rejection of the poet.""}",C
40,https://genius.com/E17-fra-victor-hugo-lyrics,40,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo",Victor Hugo,,
41,https://genius.com/E17-fra-victor-hugo-lyrics,41,"(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'C', 'justification': ""The lyrics mention Malherbe in the context of audience attendance ('matchs de Malherbe'), but the rapper does not directly compare himself to Malherbe or explicitly distance himself from him. Instead, the rapper comments on the contrast between people squatting at home and attending Malherbe's matches, which reflects a general observation about popularity rather than a direct comparison or distancing statement.""}",C
42,https://genius.com/E17-fra-victor-hugo-lyrics,42,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ouais",Victor Hugo,"{'answer': 'B', 'justification': ""The lyric 'J'en oubli les vers de Malherbe' indicates the rapper is forgetting or not referencing Malherbe's verses, suggesting a deliberate distance from the poet. The focus is on the rapper's own perspective ('L'herbe me fait mal au verbe') rather than a direct comparison or admiration of Malherbe.""}",B
43,https://genius.com/E17-fra-victor-hugo-lyrics,70,"
Ca sort des lots comme Victor Hugo
Ca sort des locs, ca sort des halls",Victor Hugo,"{'answer': 'C', 'justification': ""The lyrics list Malherbe's name alongside sports-related terms and team statistics, but there is no explicit comparison or distancing from Malherbe. The text appears to be a list of football team data rather than a direct reference or contrast between the rapper and the poet Malherbe.""}",C
44,https://genius.com/E17-fra-victor-hugo-lyrics,78,"Wesh
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'A', 'justification': ""The lyric 'tu lis d'travers comme Apolline de Malherbe' directly references a character (Apolline) from Malherbe's work, implying the rapper is adopting or aligning with Malherbe's stylistic or thematic approach. This comparison suggests a deliberate connection to the poet rather than a distancing or neutral stance.""}",A
45,https://genius.com/E17-fra-victor-hugo-lyrics,79,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'j'reprends Malherbe' directly references the poet Malherbe, indicating the rapper is continuing or adopting Malherbe's style or legacy. This act of 'reprendre' (taking up) implies a comparison or association with the poet, aligning the rapper's work with Malherbe's, even if the context of losing suggests a contrast in outcomes.""}",A
46,https://genius.com/E17-fra-victor-hugo-lyrics,80,"(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'A', 'justification': ""The rapper explicitly mentions Malherbe alongside other rappers (Villeuve, Smh) in the line 'J'rappe comme tous les quartiers, Villeuve, Smh, Malherbe,' directly comparing himself to Malherbe as part of a shared artistic community.""}",A
47,https://genius.com/E17-fra-victor-hugo-lyrics,81,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo",Victor Hugo,"{'answer': 'A', 'justification': ""The line 'mon phrasé se rapproche de La Fontaine' directly compares the rapper's phrasing to that of La Fontaine, using 'rapproche' (approaches) to indicate similarity. This explicitly establishes a comparison rather than distance or neutrality.""}",A
48,https://genius.com/E17-fra-victor-hugo-lyrics,82,"(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'C', 'justification': ""The lyrics mention 'fontaine' (fountain), which is a reference to the poet La Fontaine, but the rapper does not explicitly compare himself to the poet or distance himself from him. The line 'souvent seul comme une pièce au fond de la fontaine' uses 'fontaine' metaphorically to describe the rapper's solitude, not a direct comparison or contrast to La Fontaine. There is no explicit statement of likeness or distance, so the relationship remains ambiguous.""}",C
49,https://genius.com/E17-fra-victor-hugo-lyrics,83,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo",Victor Hugo,"{'answer': 'B', 'justification': ""The line 'Loin des fables de La Fontaine' directly distances the rapper from La Fontaine by contrasting his current lifestyle (a prostitute, tea, and cigar) with the poet's fables. This explicit separation indicates the rapper is not comparing himself to La Fontaine but positioning himself apart from him.""}",B
50,https://genius.com/E17-fra-victor-hugo-lyrics,84,"(Ca sort des lots comme Victor Hugo)
Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)",Victor Hugo,"{'answer': 'A', 'justification': 'The rapper references La Fontaine and his son in the context of a trio (""la fontaine et son fils""), implying a comparison or inclusion within a group. This suggests the rapper positions himself in relation to La Fontaine, aligning with him rather than distancing.'}",A
51,https://genius.com/E17-fra-victor-hugo-lyrics,85,"Ca sort des lots comme Victor Hugo
(Ca sort des lots comme Victor Hugo)
Ouais",Victor Hugo,"{'answer': 'B', 'justification': ""The rapper references La Fontaine in the context of 'fables,' using the poet's name to critique the absurdity of the situation (e.g., 'Ils font que d'cap c'est des fables'). This implies a distancing from La Fontaine's literary legacy, as the rapper contrasts the poet's fables with the trivial or unrealistic actions of others, rather than comparing himself to the poet.""}",B
52,https://genius.com/Papi-teddy-bear-and-pense-qishui-lyrics,50,"Anh, j'ai mangé des maths jusqu'à plus faim pour aller faire lettres (Pour aller faire lettres)
Yeah, j'ai écouté du Snoop est du 'Pac, moi j'ai pas lu Verlaine  (Yeah)
Hein ? C'est quoi un vers même ?",Verlaine,,
53,https://genius.com/Sadek-whats-love-lyrics,43,"Leur manquer d'respect, tu sais, j'pourrai jamais me permettre
Pour t'déclarer ma flamme, pas besoin d'la plume de Verlaine
J't'ai aimé en une seconde, j'veux que notre couple soit éternel",Verlaine,,
54,https://genius.com/Vii-la-ballade-des-pendus-lyrics,27,"J'en ai tellement souffert que ces chaines soient les miennes
Le système est une pomme j'suis un vers de Verlaine
Combien dans ces geôles se sont ouvert les veines ?",Verlaine,,
55,https://genius.com/Saian-supa-crew-zonarisk-lyrics,14,"Viens, passe dans mon block, première tour à droite
Au dix-neuf Verlaine Paul, où le hall fait squat
Premier arrêt : rez-de-chaussée, famille marocaine, les Houcine",Verlaine,"{'answer': 'A', 'justification': ""The lyric 'Voyant l’existence comme une fable de La Fontaine' directly references La Fontaine's fables as a metaphor for the rapper's perspective on existence. This implies a comparison between the rapper's experience and the poet's work, suggesting he draws parallels to La Fontaine's narrative style or thematic approach.""}",A
56,https://genius.com/Abd-al-malik-gilles-ecoute-un-disque-de-rap-et-fond-en-larmes-lyrics,61,"Mais au fait, saviez-vous qu'il habitait non loin de la rue Nollet
La rue où Verlaine vivait, plein d'absinthe et de vodka ?
Il s'apprêtait à écouter un disque de rap ""classique""",Verlaine,"{'answer': 'C', 'justification': ""The rapper references La Fontaine's fable as a metaphor for the contrast between rich and poor, but does not explicitly compare himself to the poet nor distance himself from him. The mention of La Fontaine serves to frame the situation (rich/poor) rather than establish a direct comparison or contrast with the poet's work or persona.""}",C
57,https://genius.com/Faycal-requiem-pour-encre-fine-lyrics,14,"Ma plume fait mine de s’faire belle pour leur dire de s’faire mettre
J’sors d’la mine de fer et kicke mes vers d’la ville de Verlaine
Leurs cerveaux rationnels étouffent les cœurs remplis d’empathie",Verlaine,"{'answer': 'C', 'justification': ""The lyrics reference La Fontaine's 'fontaine de jouvence' (fountain of youth) metaphorically, using it to describe the Devil's corruption. The rapper does not directly compare himself to La Fontaine (A) or explicitly distance himself from him (B). Instead, the poet is used as a symbolic element in the rap's imagery, not as a direct comparison or contrast.""}",C
58,https://genius.com/Roce-fra-actuel-lyrics,43,"Si c’est du Guerlain, je peux faire couler ton rimmel
Comme Verlaine, j’ai bu très peu d'Vittel dans ma jeunesse
Je traîne ma peine, pirate l'antenne officielle et je laisse",Verlaine,"{'answer': 'A', 'justification': 'The lyric ""Je meurs de soif auprès de la fontaine"" directly references La Fontaine (""La Fontaine"") by using ""fontaine"" as a nod to his name. The metaphor of thirst near a fountain suggests the rapper is drawing inspiration or comparing himself to the poet, implying a connection or similarity in their artistic or existential pursuits.'}",A
59,https://genius.com/Virus-635-lyrics,48,"C’qui nous énerve le plus dans une guerre, c’est qu’on se ressemble
Donc, j’irai me coucher quand j’serai moins vénèr, rien n’y fait, ni la verveine, ni la verve à Verlaine
Eh, c’est bien connu, toujours s’méfier des plus sages",Verlaine,"{'answer': 'B', 'justification': 'The rapper references La Fontaine by stating ""Jean De La Fontaine en aurait perdu la raison"" (La Fontaine would have lost his mind), implying the rapper\'s reality is beyond the poet\'s understanding. This distancing statement indicates the rapper does not align with or emulate La Fontaine, but rather contrasts his experiences with the poet\'s.'}",B
60,https://genius.com/Rochdi-le-coeur-du-poete-lyrics,9,"Je cherche une femelle, une sirène aux grands yeux verts
J’espère un jour trouver l'amour à la manière de Rimbaud et Verlaine
Et la jeunesse et éphémère, j'aimerais connaitre l'instant éternel",Verlaine,"{'answer': 'B', 'justification': ""The lyrics directly address La Fontaine with a derogatory phrase 'Fuck Jean De La Fontaine' and reject the metaphor of 'fable' (associated with La Fontaine's work) by stating 'Ne me fait pas la morale comme si ma vie était une fable,' implying the rapper is not aligning with or respecting the poet. The rapper distances himself from La Fontaine by mocking him and rejecting the poetic metaphor.""}",B
61,https://genius.com/Dixon-culbuto-lyrics,43,"Tu veux une belle histoire d'amour ? Alors tais-toi et masse !
Ecoute c'est du Verlaine sauf qu'avant il y avait pas les basses
",Verlaine,"{'answer': 'C', 'justification': 'The rapper mentions La Fontaine in the context of his habit of smoking (""fumait le te-shi"") but does not explicitly compare himself to La Fontaine in terms of talent, status, or approach. The reference to La Fontaine is more of a contextual nod rather than a direct comparison or distancing. The fable about the cicada and the ant further shifts the focus to the rapper\'s own actions, not La Fontaine\'s influence.'}",C
